rank	count	BODY
1262=	1	20-55 m.
1262=	1	20-64 m.
1262=	1	20-70 fathoms (approx. 36.6-128 m).
1262=	1	20-80 m.
1262=	1	200-1000 m.
1262=	1	200-221 m.
1262=	1	200-3600 m.
1262=	1	200-370 m.
1262=	1	200-390 m
1262=	1	200-400 m (Wilson 1993B).
1262=	1	200-400 m.
1262=	1	200-450 m.
1262=	1	200-500 m
1262=	1	200-500 m.
1262=	1	200-5000 m.
1262=	1	200-505 m
1262=	1	200-735 m
1262=	1	200-945 m.
1262=	1	2000 m depth.
1262=	1	2000-2500 m.
1262=	1	200–1,700 m depth.
1262=	1	200–1500 m
1262=	1	200–1500 m.
1262=	1	200–202 m.
1262=	1	200–300 m.
1262=	1	200–302 m depth.
1262=	1	200–350 m.
1262=	1	200–400 m depth, uncommon species.
1262=	1	200–650 m
1262=	1	200–680 m depth.
1262=	1	200–700 m
1262=	1	201m depth.
1262=	1	202–461 m
1262=	1	204 m depth.
1262=	1	204-304m.
1262=	1	204-458 m
1262=	1	204–720 m depth.
1262=	1	204–800 m depth.
1262=	1	204–850 m.
1262=	1	205 m depth.
1262=	1	205-245 m
1262=	1	205-550 m.
1262=	1	206 m.
1262=	1	206-425 m, alive and empty shells.
1262=	1	206-535 m.
1262=	1	20–120 m.
1262=	1	20–130 m.
1262=	1	20–137 m depth.
1262=	1	20–150 m.
1262=	1	20–250 m.
1262=	1	20–260 m.
1262=	1	20–265 m.
1262=	1	20–29 m.
1262=	1	20–30 m.
1262=	1	20–33 m depth; fringing coral reefs, coral pinnacles, outer reef slopes, on dead coral.
1262=	1	20–350 m.
1262=	1	20–36 m depth; rock reef.
1262=	1	20–470 m.
1262=	1	20–50 m.
1262=	1	20–70 m depth.
1262=	1	20–70 m.
1262=	1	20–78 m.
1262=	1	20–79 m.
1262=	1	20–92 m, muddy sand.
1262=	1	21-1650m, mostly from well-sorted calcareous sediments
1262=	1	210-510 m
1262=	1	210-700 m
1262=	1	210-800 m (Rocke 1995x55).
1262=	1	215- 465m.
1262=	1	216–1360 m
1262=	1	217–310 m.
1262=	1	21m depth; soft substrate, inter-reef region.
1262=	1	21–51m depth; soft sediments, mud, shell grit, sand.
1262=	1	21–85 m depth.
1262=	1	21–99 m depth.
1262=	1	22 m depth; on <I></I>Acropora<I></I>.
1262=	1	22-100 fathoms.
1262=	1	22-103 m.
1262=	1	22-146 m.
1262=	1	22-325 m
1262=	1	22-35 fathoms.
1262=	1	22-75 fathoms (Hedley 1903)
1262=	1	22-80 m.
1262=	1	220 m.
1262=	1	220-224 m
1262=	1	220-238 m in the Capricorn Channel.
1262=	1	220-470 m.
1262=	1	220-600 m.
1262=	1	220–1000 m.
1262=	1	220–300 m.
1262=	1	220–400 m.
1262=	1	220–600 m.
1262=	1	223-245 m.
1262=	1	225-300 m
1262=	1	225–400 m.
1262=	1	225–402 m.
1262=	1	225–454 m.
1262=	1	22–220 m.
1262=	1	22–30 m depth; rock, sand and coralline substrates.
1262=	1	23 fathoms (approx. 42.1m)f1 , f2 to 46 metres.
1262=	1	23-107 m, usually trawled.
1262=	1	230 m (dead).
1262=	1	230-580 m depth
1262=	1	2300 m.
1262=	1	230–2400 m, 870-950 m in Australia
1262=	1	230–440 m depth.
1262=	1	233-650 m, living 502-650 m.
1262=	1	2377 m depth.
1262=	1	238-700 m
1262=	1	239-695 m
1262=	1	23–25 m depth; gravel, rock reef.
1262=	1	24 fathoms (approx. 43.9m); just below low tide line; sandy mud banks.
1262=	1	24-27 metres.
1262=	1	240-1550 m
1262=	1	2400-2500 m
1262=	1	2400–2500 m depth
1262=	1	240–370 m depth.
1262=	1	242–500 m.
1262=	1	243–2268 m depth.
1262=	1	2450 m.
1262=	1	246-472 m depth
1262=	1	24–220 m.
1262=	1	24–46 m.
1262=	1	25 - 115 m.
1262=	1	25 - 400 m depth.
1262=	1	25 fathoms (approx. 45.7m).
1262=	1	25 m.
1262=	1	25-100 m; nestling; in crevices along rocky walls. Occassionally found beached in Philippines.
1262=	1	25-104 fathoms (approx. 45.7-190.2m).
1262=	1	25-110 m
1262=	1	25-200 m.
1262=	1	25-240 m, form <i>roseorapum</i>: from 100 m.
1262=	1	25-40 fathoms.
1262=	1	25-46 m.
1262=	1	25-90 m
1262=	1	250 to more than 500 metres.
1262=	1	250-350 m.
1262=	1	250-500 m (Anseeuw1996).
1262=	1	250–370 m.
1262=	1	250–400 m.
1262=	1	250–475 m.
1262=	1	250–600 m.
1262=	1	252-804m.
1262=	1	253-565 m
1262=	1	2560 m.
1262=	1	256–283 m depth.
1262=	1	25–175 m.
1262=	1	25–200 m
1262=	1	25–200 m.
1262=	1	25–240 m depth.
1262=	1	25–35 m.
1262=	1	25–540 m.
1262=	1	25–80 m.
1262=	1	25–82 m.
1262=	1	26 m, base of drop off on front reef near sandy bottom, common on vertical surface of dead coral.
1262=	1	26 m.
1262=	1	26-40 m (Phuket, Thailand).
1262=	1	260 m depth
1262=	1	260-265 m depth
1262=	1	260-705 m.
1262=	1	260-800 m.
1262=	1	265-891 m depth, single valve from 2525 m
1262=	1	265–333 m.
1262=	1	26–274 m depth.
1262=	1	27-200 m; 200 m or more.
1262=	1	27-200 m; to 292 m.
1262=	1	27-46 m.
1262=	1	27-50 m.
1262=	1	270-2080 m, usually 780-1100 m
1262=	1	270–274 m depth in Australia, 72–140 m depth worldwide.
1262=	1	273 m depth.
1262=	1	275 m.
1262=	1	275-1120 m
1262=	1	275–400 m.
1262=	1	275–420 m.
1262=	1	275–680 m.
1262=	1	27m.
1262=	1	27–113 m depth.
1262=	1	27–1140m depth.
1262=	1	27–120 m depth.
1262=	1	27–125 m.
1262=	1	27–171 m depth.
1262=	1	27–200 m.
1262=	1	28 fathoms (approx. 51.2 m).
1262=	1	28 fathoms (approx. 51.2m) (New Guinea).
1262=	1	28 fathoms (approx. 51.2m); 6 fathoms (approx. 11m).
1262=	1	28-40 fathoms (approx. 51.2-73.2m).
1262=	1	28-45 m.
1262=	1	280 m.
1262=	1	284 m (Wilson1993).
1262=	1	28–49 m.
1262=	1	28–65 m.
1262=	1	29-183m depth.
1262=	1	290-1320 m.
1262=	1	290–420 m.
1262=	1	290–470 m.
1262=	1	293–605 m
1262=	1	295-670 m
1262=	1	296-350 m (Cerno1984). 296 m, deep water species (WILSON1993).
1262=	1	296-549 metres, alive at 296-393 metres.
1262=	1	296-821 m, common at 400-550 m , on the continental slope, 166 to 400 m.
1262=	1	297–447 m.
1262=	1	298–305 m.
1262=	1	298–420 m.
1262=	1	29–84 m depth.
1262=	1	2–10 m.
1262=	1	2–12 m depth.
1262=	1	2–12 m.
1262=	1	2–18 m.
1262=	1	2–188 m depth.
1262=	1	2–20 m.
1262=	1	2–200 m.
1262=	1	2–24 m depth.
1262=	1	2–25 m.
1262=	1	2–38 m depth; rock reef, sand and kelp beds.
1262=	1	2–4 m.
1262=	1	2–46 m depth.
1262=	1	2–60 m.
1262=	1	2–75 m depth.
1262=	1	2–99 m.
1262=	1	3 m depth.
1262=	1	3 m.
1262=	1	3 to 90 m
1262=	1	3 to at least 200 m.
1262=	1	3-10 m depth, common on abalone shells.
1262=	1	3-100 m.
1262=	1	3-12 fathoms (approx. 5.5-22m).
1262=	1	3-15 m.
1262=	1	3-170 m
1262=	1	3-21 m.
1262=	1	3-22 fathoms (5-40 m) (Cotton 1959a); in flask-shaped sponge (Wilson 1993a).
1262=	1	3-25 m
1262=	1	3-25 m.
1262=	1	3-28 fathoms (approx. 5.5-51.2m).
1262=	1	3-30m (Japan).
1262=	1	3-40 m.
1262=	1	3-46 m.
1262=	1	3-50 m.
1262=	1	3-90 m.
1262=	1	3.6-101 m depth.
1262=	1	30 m depth; large boulder reef.
1262=	1	30 to over 640 m.
1262=	1	30-100 m.
1262=	1	30-105 m.
1262=	1	30-170 m . 150-200 m.
1262=	1	30-200 m.
1262=	1	30-205 m
1262=	1	30-242 m
1262=	1	30-50 fathoms, 56-94m.
1262=	1	30-60 metres in shell fragments.
1262=	1	30-90 fathoms (approx. 54.9-164.6 m).
1262=	1	30-90 m.
1262=	1	300 m
1262=	1	300-1440 m
1262=	1	300-405 m
1262=	1	300-406m.
1262=	1	300-420 m.
1262=	1	300-6860 m depth.
1262=	1	300–370 m.
1262=	1	300–3725 m depth.
1262=	1	300–400 m depth during day, above 50 m at night.
1262=	1	300–460 m
1262=	1	300–520 m.
1262=	1	300–750 m.
1262=	1	300–850 m.
1262=	1	304-400 m
1262=	1	304-520 m
1262=	1	305-1,829 m; near surface at night
1262=	1	305–704 m.
1262=	1	308 metres.
1262=	1	30–100 m.
1262=	1	30–102 m.
1262=	1	30–130 m.
1262=	1	30–170 m.
1262=	1	30–200 m.
1262=	1	30–2000 m depth.
1262=	1	30–228 m.
1262=	1	30–250 m.
1262=	1	30–346 m.
1262=	1	30–40 m.
1262=	1	30–60 m depth.
1262=	1	30–60 m.
1262=	1	31 m, upright habit and sandy habitat.
1262=	1	31-36 m depth
1262=	1	31-36 m.
1262=	1	31-36 metres.
1262=	1	31-37 metres.
1262=	1	310-605 m.
1262=	1	318 - 364 m depth
1262=	1	31–60 m depth; rock reef.
1262=	1	32 m depth.
1262=	1	320 m depth
1262=	1	320-1460 m
1262=	1	320–420 m.
1262=	1	320–760 m.
1262=	1	322-1097 m.
1262=	1	322-1380 m.
1262=	1	324-382 m
1262=	1	324-399 m depth
1262=	1	329-821 m depth
1262=	1	329–548 m.
1262=	1	32–82 m depth.
1262=	1	33 m.
1262=	1	33-40 m.
1262=	1	330-730 m
1262=	1	330–429 m depth.
1262=	1	33–40 m depth; attached to shell fragments or coral rubble, in soft substrates.
1262=	1	340 m.
1262=	1	345–350 m.
1262=	1	348-357 m.
1262=	1	35 fathoms (approx. 64 m).
1262=	1	35 m depth; sand covered rock.
1262=	1	35-100 fathoms (approx. 64-183 m).
1262=	1	35-100 m <Houart1992A>.
1262=	1	35-150 fathoms (approx. 64-274.4m).
1262=	1	35-180 metres.
1262=	1	35-60 m.
1262=	1	35-70 m.
1262=	1	35-75 fathoms (approx. 64-137.2 m).
1262=	1	35-90 fathoms (approx. 64-164.6 m).
1262=	1	350 m.
1262=	1	350 to 680 m.
1262=	1	350-1080 m, in Australia reported to 2600 m
1262=	1	350-580 metres.
1262=	1	350-600 m.
1262=	1	350–385 m.
1262=	1	350–550 m.
1262=	1	351-865m.
1262=	1	3566 m
1262=	1	35–144 m depth.
1262=	1	35–173 m.
1262=	1	35–300 m.
1262=	1	35–60 m.
1262=	1	35–70 m depth.
1262=	1	36 m
1262=	1	36-122m.
1262=	1	36-123 metres.
1262=	1	36-160 m.
1262=	1	36-170 m.
1262=	1	36-274 m.
1262=	1	36-55 m.
1262=	1	36.6 m (20 fathoms)-600 m.
1262=	1	360 m depth.
1262=	1	360-500 m . 470 m; and rubble bottom.
1262=	1	360-730 m
1262=	1	360–1120 m.
1262=	1	360–512 m.
1262=	1	360–640 m.
1262=	1	364 - 380 m depth
1262=	1	364 m depth
1262=	1	366-640 m.
1262=	1	366-820 m depth
1262=	1	36–494 m.
1262=	1	36–80 m.
1262=	1	37-117 m.
1262=	1	37-457 m, 35-200 m; upper continental slope: to 457 m, to 460 m.
1262=	1	37-80 fathoms (approx. 67.7-146.3m).
1262=	1	370-1200 m depth, found in wood or near cold-water seeps.
1262=	1	370-410 m depth
1262=	1	370-520 m
1262=	1	372–505 m.
1262=	1	376–450 m.
1262=	1	37–415 m
1262=	1	37–43 m depth.
1262=	1	37–63 m.
1262=	1	37–630 m depth.
1262=	1	37–700 m.
1262=	1	38-77 m. Dredged to 150 m.
1262=	1	380-550 m.
1262=	1	382–2361 m depth.
1262=	1	385-5393 m.
1262=	1	388-412 m
1262=	1	38–84 m depth.
1262=	1	39-190 m.
1262=	1	39-59m.
1262=	1	390-551 m depth
1262=	1	390–550 m.
1262=	1	396 m.
1262=	1	39–108 m.
1262=	1	39–84 m depth.
1262=	1	3–12.5 m depth.
1262=	1	3–122 m depth.
1262=	1	3–17 m.
1262=	1	3–190 m.
1262=	1	3–20 m.
1262=	1	3–219 m depth.
1262=	1	3–25 m depth.
1262=	1	3–30  m.
1262=	1	3–57 m.
1262=	1	3–58 m.
1262=	1	3–80 m depth; rock reef, sand and shell grit substrates.
1262=	1	3–90 m depth.
1262=	1	4 m depth in Australia, 2–59 m depth worldwide.
1262=	1	4 m depth in lagoon.
1262=	1	4 m depth.
1262=	1	4 m.
1262=	1	4-10 m depth
1262=	1	4-100 m.
1262=	1	4-110 fathoms (approx. 7.3-200m).
1262=	1	4-14 fathoms (approx. 7.3-25.6 m).
1262=	1	4-14 fathoms.
1262=	1	4-150 fathoms (approx. 7.3-274.4 m).
1262=	1	4-180 m.
1262=	1	4-20 fathoms.
1262=	1	4-200 m.
1262=	1	4-40 m
1262=	1	4-46 m.
1262=	1	4-50 fathoms.
1262=	1	4-50 m.
1262=	1	4-6 fathoms (approx. 7.3-11m).
1262=	1	4-60 m.
1262=	1	4-75 m.
1262=	1	4-824 m depth, most common under 100 m depth
1262=	1	40 fathoms (approx. 73.1 m).
1262=	1	40 fathoms (approx. 73.2 m).
1262=	1	40 m (Phuket, Thailand).
1262=	1	40 m.
1262=	1	40-100 fathoms (approx. 73.2-183 m).
1262=	1	40-100 metres {HOUART1992A}.
1262=	1	40-110 fathoms (approx. 73.2-200 m).
1262=	1	40-110 fathoms (approx. 73.2-201.2m).
1262=	1	40-142 m depth
1262=	1	40-150 m.
1262=	1	40-200 m <Houart1992A>.
1262=	1	40-200 metres.
1262=	1	40-300 fathoms (72-540 m) (Cotton 1959a). Depth range to at least 90 m (Wilson 1993a).
1262=	1	40-300 m.
1262=	1	40-400 m.
1262=	1	40-50 m.
1262=	1	40-55 fathoms (approx. 73.2-100 m).
1262=	1	40-55 m.
1262=	1	40-760 m.
1262=	1	40-80 fathoms.
1262=	1	40-80 m <Houart1992A>.
1262=	1	40-80 metres.
1262=	1	40-800 m.
1262=	1	40-90 fathoms (approx. 73.2-164.4 m).
1262=	1	40-91 metres.
1262=	1	400 m depth.
1262=	1	400 m or more (Wilson1993B).
1262=	1	400-1000 m.
1262=	1	400-1003m.
1262=	1	400-1100 m
1262=	1	400-1120 m.
1262=	1	400-1124 m.
1262=	1	400-1200 m.
1262=	1	400-1800 m
1262=	1	400-500 m
1262=	1	400-605 m
1262=	1	400-979 m
1262=	1	400–3000 m.
1262=	1	400–450 m.
1262=	1	400–600 m depth.
1262=	1	400–610 m.
1262=	1	400–770 m depth.
1262=	1	40m depth.
1262=	1	40–1800 m, mainly 450-850 in Australia
1262=	1	40–200 m.
1262=	1	40–230 m, rarely to 480 m.
1262=	1	40–235 m.
1262=	1	40–320 m.
1262=	1	40–348 m
1262=	1	40–350 m.
1262=	1	40–80 m depth.
1262=	1	41-50 fathoms (approx. 75-91.5m).
1262=	1	410 fathoms.
1262=	1	410-735 m
1262=	1	410-775 m, living at 470-700 m.
1262=	1	414 m depth.
1262=	1	414-421 m depth
1262=	1	419 m
1262=	1	42-522 m depth.
1262=	1	420-528m.
1262=	1	420–555 m.
1262=	1	420–612 m.
1262=	1	420–691 m.
1262=	1	428–432 m depth.
1262=	1	42–1277 m depth.
1262=	1	42–85 m.
1262=	1	43-329m.
1262=	1	430-555 m
1262=	1	430–550 m.
1262=	1	435-1300 m
1262=	1	435-1440 m in Australia, 163-1000 m elsewhere
1262=	1	435–1175 m.
1262=	1	43–426 m depth.
1262=	1	442-774 m
1262=	1	443-794 m depth
1262=	1	446-1328 m (mainly 800-1000 m)
1262=	1	45-100 metres.
1262=	1	45-1067 m
1262=	1	45-145 m .
1262=	1	450-1500 m.
1262=	1	450-1946 m.
1262=	1	450–1200 m depth.
1262=	1	453–1128 m.
1262=	1	457-1250 m.
1262=	1	457–2377 m depth.
1262=	1	45–200 m.
1262=	1	45–320 m
1262=	1	45–345 m.
1262=	1	45–48 m depth.
1262=	1	45–50 m depth.
1262=	1	45–525 m depth.
1262=	1	45–79 m.
1262=	1	46–100 m depth.
1262=	1	46–64 m.
1262=	1	46–80 m.
1262=	1	470–490 m depth.
1262=	1	475 m , 475-500 m.
1262=	1	4750 m depth — in branchial chamber of ascidian.
1262=	1	4750 m depth.
1262=	1	478–554 m.
1262=	1	480 m depth, sand and shell grit substrates.
1262=	1	480-700 m.
1262=	1	482–1168 m.
1262=	1	485-1035 m
1262=	1	485-1165 m
1262=	1	4860 to 4866 m.
1262=	1	48–50 m depth.
1262=	1	49-120 m depth.  In association with actinarians, <i>Dofleinia armata</i> and an unidentified sea anemone (Okuno & Imazeki, 2008)
1262=	1	49-176 m depth.
1262=	1	49-90 fathoms (approx. 89.6-164.6m).
1262=	1	490–900 m.
1262=	1	4–10 m.
1262=	1	4–20 m, sand, and sand and silt substrates.
1262=	1	4–26 m depth; rocky reef, reef slope, sandy substrate.
1262=	1	4–280 m.
1262=	1	4–50 m.
1262=	1	4–72m depth; burrowing in sand, mud, coral rubble, shell grit substrates.
1262=	1	4–9 m.
1262=	1	4–95 m depth.
1262=	1	5 to 170 m, usually near bottom.
1262=	1	5-10 fathoms (approx. 9.2-18.3 m) (Australia); 3 m (Hawaii).
1262=	1	5-10 fathoms (approx. 9.2-18.3 m); under coral blocks.
1262=	1	5-10 fathoms.
1262=	1	5-100 m
1262=	1	5-100 m.
1262=	1	5-10m (Japan).
1262=	1	5-1153 m
1262=	1	5-150 fathoms (45.7-274.4m).
1262=	1	5-185 m.
1262=	1	5-20 fathoms (approx. 9.1-36.6 m).
1262=	1	5-20 fathoms (approx. 9.2-36.6 m).
1262=	1	5-200 m.
1262=	1	5-22 fathoms.
1262=	1	5-28 fathoms (approx. 9.2-51.2m).
1262=	1	5-30 fathoms (approx. 9.2-55 m); Zostera beds.
1262=	1	5-30 m
1262=	1	5-35 m.
1262=	1	5-40 fathoms (approx. 9.2-73.2m).
1262=	1	5-40 fathoms.
1262=	1	5-40 m.
1262=	1	5-42 m.
1262=	1	5-44 m
1262=	1	5-50 m
1262=	1	5-53 m.
1262=	1	5-6 m depth.
1262=	1	5-60 m
1262=	1	5-8 fathoms (approx. 9.1-14.6 m).
1262=	1	5-8 fathoms (approx. 9.2-14.6m).
1262=	1	5-8 fathoms.
1262=	1	5-85 m
1262=	1	50-100 metres.
1262=	1	50-130 m
1262=	1	50-130 m.
1262=	1	50-150 m.
1262=	1	50-150 m; under coral slabs.
1262=	1	50-220m.
1262=	1	50-300 m
1262=	1	50-400 m, 60-220 m in Australia
1262=	1	50-400 m.
1262=	1	50-550m.
1262=	1	50-60 m.
1262=	1	50-600 m
1262=	1	50-70 m . 30-75 m.
1262=	1	500 - 1320 m.
1262=	1	500 m to the surface.
1262=	1	500-1400 m
1262=	1	500-2000 m
1262=	1	500-900 m.
1262=	1	500–3000 m.
1262=	1	500–750 m depth.
1262=	1	500–760 m
1262=	1	50–100 m depth.
1262=	1	50–100 m.
1262=	1	50–103 m.
1262=	1	50–110 m.
1262=	1	50–130 m.
1262=	1	50–135 m.
1262=	1	50–150 m.
1262=	1	50–200 m and sometimes upper continental slope.
1262=	1	50–200 m depth.
1262=	1	50–275 m in Australia, 18-383 m elsewhere
1262=	1	50–350 m.
1262=	1	50–450 m.
1262=	1	50–70 m.
1262=	1	50–95 m depth.
1262=	1	51-400 m depth
1262=	1	51–106m depth.
1262=	1	51–88 m depth.
1262=	1	520 m depth
1262=	1	520 m depth.
1262=	1	520–714 m
1262=	1	521-539m depth.
1262=	1	527 to 549 m depth.
1262=	1	53 fathoms (approx. 96.9 m).
1262=	1	53–84 m depth.
1262=	1	540–1097 m.
1262=	1	540–1255 m.
1262=	1	55 - 108 m (Hawaiian Islands: Oahu);.
1262=	1	55 fathoms (approx.100.6 m).
1262=	1	55 — 58m depth.
1262=	1	55-300 fathoms (approx. 100.6-548.7 m).
1262=	1	550-1650 m.
1262=	1	550-1680 m.
1262=	1	550-2000 m
1262=	1	550-995 m
1262=	1	550–760 m.
1262=	1	55–280 m.
1262=	1	55–480 m.
1262=	1	55–84 m depth.
1262=	1	560-1080 m.
1262=	1	57-60 m
1262=	1	58-200 metres.
1262=	1	580 m depth
1262=	1	585-1416 m.
1262=	1	59 m depth
1262=	1	590 m.
1262=	1	590–800 m.
1262=	1	595-1350 m.
1262=	1	5–10 m.
1262=	1	5–100 m.
1262=	1	5–140 m.
1262=	1	5–174 m depth, undersides of boulders, protected conditions.
1262=	1	5–18.5 m depth.
1262=	1	5–20 m in caves and under ledges.
1262=	1	5–20 m subject to heavy surge and sand scour.
1262=	1	5–20 m.
1262=	1	5–220 m, usually below 100 m.
1262=	1	5–30 m depth; rock reef substrates.
1262=	1	5–35 m depth; fringing coral reef slope.
1262=	1	5–37 m depth.
1262=	1	5–37 m.
1262=	1	5–40 m.
1262=	1	5–400 m.
1262=	1	5–520 m depth.
1262=	1	5–6 m.
1262=	1	5–80 m, usually on sponges.
1262=	1	6 fathoms (approx. 11 m).
1262=	1	6 fathoms (approx. 11m).
1262=	1	6 fathoms (approx. 11m); coral mud.
1262=	1	6 fathoms (approx. 11m); under stones.
1262=	1	6-100 m
1262=	1	6-16m depth.
1262=	1	6-50 m.
1262=	1	6-54 m
1262=	1	6-9 fathoms (approx. 11-16.5m).
1262=	1	6-9 fathoms (approx. 11-16.5m); living on shells.
1262=	1	6-930m.  .
1262=	1	6.5 m - 24 m; sand-pockets on limestone reef.
1262=	1	60 fathoms.
1262=	1	60 m (Hawaii).
1262=	1	60 to 140 m depth.
1262=	1	60-200 m
1262=	1	60-200 m; to 700 m.
1262=	1	60-220 m
1262=	1	60-650 m
1262=	1	600 - 1520 m.
1262=	1	600 m depth
1262=	1	600-1200 m.
1262=	1	600-1500 m.
1262=	1	600–2000 m.
1262=	1	600–720 m depth.
1262=	1	600–725 m.
1262=	1	606–880 m.
1262=	1	60–100 m.
1262=	1	60–112 m.
1262=	1	60–131 m.
1262=	1	60–180 m.
1262=	1	60–300 m.
1262=	1	60–320 m
1262=	1	60–400 m.
1262=	1	60–550 m.
1262=	1	60–66 m depth.
1262=	1	60–67 m depth
1262=	1	610 m alt.
1262=	1	610 metres (New Caledonia).
1262=	1	616-750 m
1262=	1	62 fathoms (approx. 113.4 m); under stones, low water.
1262=	1	62 m depth.
1262=	1	62-306 m
1262=	1	625-1440 m.
1262=	1	62–164 m.
1262=	1	62–82 m.
1262=	1	63-73 m.
1262=	1	64 m depth.
1262=	1	64-402m.
1262=	1	640-1250 m.
1262=	1	640–820 m.
1262=	1	640–825 m.
1262=	1	64–100 m depth
1262=	1	65 - 130 m.
1262=	1	65-146 m, deepwater (Wilson1993); to 340 m (Cerno1984).
1262=	1	65-180 m , trawled along the outer part of the continental shelf; hard mud.
1262=	1	65-265 m
1262=	1	650-1050 m.
1262=	1	650-1400 m
1262=	1	650-1500 m.
1262=	1	667–716 m depth.
1262=	1	66–200 m.
1262=	1	66–720 m.
1262=	1	66–96 m.
1262=	1	675-824 m depth.
1262=	1	675–2250 m.
1262=	1	67–357 m.
1262=	1	680-900 m, 500-1140 m elsewhere
1262=	1	680–690 m.
1262=	1	684–800 m.
1262=	1	685–1320 m.
1262=	1	69-92 m, mostly from poorly sorted sediments
1262=	1	690-1725 m.
1262=	1	6m.
1262=	1	6–100 m depth.
1262=	1	6–12 m depth; rocky reef, sandy substrate.
1262=	1	6–120 m depth.
1262=	1	6–124 m depth.
1262=	1	6–140 m on sea floor.
1262=	1	6–16 m depth; sand, mud, coral rubble, burrowing into substrate.
1262=	1	6–200 m depth.
1262=	1	6–22 m, hovers near coral <I>Seriatopora hystrix</I>.
1262=	1	6–30 m depth.
1262=	1	6–30 m depth; on sand covered rock substrate.
1262=	1	6–30 m depth; shell and rock substrates.
1262=	1	6–30 m.
1262=	1	6–40 m.
1262=	1	6–60 m depth.
1262=	1	6–64 m depth amongst coral debris.
